user_id,age,occupation,gender
816958,23,unemployed,M
556621,34,other or not specified,M
462603,26,college/grad student,M
536364,32,college/grad student,M
645514,31,executive/managerial,M
779957,32,self-employed,M
700466,88,executive/managerial,M
572041,21,sales/marketing,M
17741,33,scientist,M
54160,35,clerical/admin,M
441280,32,clerical/admin,M
711411,28,college/grad student,F
865095,27,scientist,F
717751,28,executive/managerial,M
80259,33,other or not specified,M
378210,31,executive/managerial,M
424210,30,self-employed,M
813352,33,sales/marketing,F
877612,28,college/grad student,M
886038,31,college/grad student,M
367135,28,sales/marketing,M
215111,19,sales/marketing,M
551889,29,scientist,M
148700,33,executive/managerial,M
750803,51,executive/managerial,F
594766,27,college/grad student,M
877643,27,scientist,M
600424,26,scientist,M
499607,20,sales/marketing,M
466167,80,retired,F
798685,32,other or not specified,M
825042,21,scientist,M
93226,25,academic/educator,F
879435,29,K-12 student,M
443193,32,scientist,M
478010,31,sales/marketing,M
402255,31,other or not specified,M
674661,25,other or not specified,M
523163,32,college/grad student,M
915953,27,executive/managerial,M
302486,30,executive/managerial,F
483202,37,sales/marketing,M
139949,47,academic/educator,F
890568,31,scientist,M
658092,27,executive/managerial,F
341342,30,college/grad student,M
576939,30,self-employed,M
894397,33,sales/marketing,M
920221,24,college/grad student,M
846657,30,other or not specified,M
621228,41,academic/educator,F
826465,28,artist,M
33759,28,executive/managerial,M
583413,14,K-12 student,M
674670,31,college/grad student,M
509148,26,clerical/admin,M
398479,28,other or not specified,M
365509,21,sales/marketing,M
252473,25,executive/managerial,M
436234,29,college/grad student,M
174208,32,college/grad student,M
653615,30,retired,M
871599,28,other or not specified,F
344347,27,scientist,M
139104,29,technician/engineer,M
609286,25,scientist,M
640274,31,college/grad student,M
547726,25,artist,M
368078,23,sales/marketing,M
161496,23,college/grad student,M
103726,32,academic/educator,M
497816,31,college/grad student,M
523824,19,other or not specified,F
695701,26,executive/managerial,M
479843,31,executive/managerial,M
312263,29,artist,M
106287,33,college/grad student,M
63468,26,scientist,M
423913,34,sales/marketing,M
360157,27,executive/managerial,M
554273,26,self-employed,M
379272,27,technician/engineer,M
146746,34,college/grad student,M
873202,32,executive/managerial,M
334249,33,scientist,M
453169,25,college/grad student,M
564269,31,scientist,M
661989,37,executive/managerial,M
606367,33,executive/managerial,M
731644,89,retired,F
679689,31,self-employed,M
156166,29,college/grad student,M
239406,32,executive/managerial,M
559376,33,scientist,M
240469,29,executive/managerial,M
225473,31,executive/managerial,M
159068,29,other or not specified,M
557102,34,other or not specified,M
291053,36,college/grad student,M
114613,29,scientist,M
336861,12,homemaker,M
292980,28,other or not specified,M
739669,32,retired,F
477831,26,scientist,M
181233,29,scientist,M
304371,21,homemaker,M
315486,27,college/grad student,F
144139,26,executive/managerial,M
804811,33,college/grad student,M
460295,31,scientist,M
567268,26,other or not specified,M
601624,54,academic/educator,M
866198,29,homemaker,M
479663,70,retired,F
601513,30,executive/managerial,F
146298,38,executive/managerial,M
124642,28,executive/managerial,M
411716,32,homemaker,M
249628,25,retired,M
710979,27,sales/marketing,M
503057,36,sales/marketing,M
724362,30,homemaker,F
42651,34,scientist,M
326125,29,executive/managerial,M
892930,21,scientist,M
800577,28,executive/managerial,M
561670,32,college/grad student,F
871957,32,self-employed,M
676298,27,sales/marketing,M
254421,28,college/grad student,M
108298,29,clerical/admin,M
181461,26,executive/managerial,M
240883,33,sales/marketing,M
938034,19,sales/marketing,M
23825,32,college/grad student,M
284866,31,artist,F
67306,34,other or not specified,F
704146,30,college/grad student,F
334905,30,college/grad student,M
257529,26,executive/managerial,M
803085,32,executive/managerial,M
331925,34,executive/managerial,M
247079,34,tradesman/craftsman,M
528935,27,scientist,M
414110,31,sales/marketing,F
442898,25,sales/marketing,M
711449,27,scientist,M
788662,27,college/grad student,M
621057,34,artist,M
636655,33,self-employed,M
906584,27,scientist,F
718110,29,executive/managerial,M
580844,17,self-employed,F
559289,31,college/grad student,M
571257,26,scientist,M
145136,37,sales/marketing,M
744446,26,homemaker,M
72287,42,academic/educator,M
168934,25,artist,M
88600,30,executive/managerial,M
742616,30,customer service,F
673157,28,college/grad student,M
744127,30,customer service,M
581071,40,homemaker,F
768307,31,scientist,M
373617,29,sales/marketing,M
642473,25,executive/managerial,M
302540,28,college/grad student,M
925889,43,executive/managerial,M
104007,30,sales/marketing,M
848480,31,executive/managerial,F
307716,30,college/grad student,M
37485,26,college/grad student,M
481257,29,sales/marketing,M
26122,30,other or not specified,M
532830,29,customer service,M
828475,32,academic/educator,M
50944,27,self-employed,M
750792,32,artist,F
527040,27,scientist,M
369166,34,scientist,M
499457,38,K-12 student,F
323863,27,sales/marketing,M
204779,33,college/grad student,F
762916,27,sales/marketing,M
63206,30,academic/educator,F
878330,55,executive/managerial,M
304867,54,executive/managerial,M
105234,33,college/grad student,M
470159,28,scientist,M
742084,30,college/grad student,M
25274,29,executive/managerial,M
9909,29,other or not specified,M
103076,26,self-employed,M
263757,37,executive/managerial,M
699384,28,self-employed,M
488198,32,college/grad student,M
646619,27,executive/managerial,M
346716,30,other or not specified,M
755668,17,K-12 student,M
87592,34,college/grad student,F
746616,34,college/grad student,M
83828,26,scientist,M
804798,32,college/grad student,M
725471,27,executive/managerial,M
883548,31,college/grad student,M
73628,33,self-employed,M
213276,43,academic/educator,M
464945,29,college/grad student,F
31646,30,college/grad student,M
561142,26,K-12 student,F
838255,67,executive/managerial,M
846834,33,college/grad student,M
869067,26,college/grad student,F
817555,34,executive/managerial,M
24534,32,technician/engineer,M
363758,26,sales/marketing,M
680159,28,sales/marketing,M
475702,25,sales/marketing,M
768557,30,college/grad student,M
820827,24,sales/marketing,M
779887,27,self-employed,F
216121,26,sales/marketing,M
742264,32,artist,M
404583,34,college/grad student,M
332514,26,sales/marketing,M
605227,26,lawyer,M
816077,26,other or not specified,M
377305,28,executive/managerial,M
809520,31,sales/marketing,M
390029,33,scientist,M
507669,33,sales/marketing,M
32593,34,college/grad student,M
407923,17,K-12 student,M
503798,25,executive/managerial,M
453177,21,K-12 student,M
903546,28,executive/managerial,M
267506,18,other or not specified,F
687699,28,academic/educator,F
147066,33,self-employed,M
495676,33,sales/marketing,M
735923,27,sales/marketing,M
109545,27,technician/engineer,M
471658,31,scientist,M
238419,19,sales/marketing,M
833625,28,college/grad student,M
291407,32,technician/engineer,M
499428,25,college/grad student,M
563726,31,self-employed,M
349802,28,college/grad student,F
562118,31,executive/managerial,M
372878,28,executive/managerial,M
162750,27,sales/marketing,M
644284,30,homemaker,F
169097,27,sales/marketing,M
436567,28,college/grad student,F
226414,30,sales/marketing,M
633614,28,sales/marketing,M
467177,30,executive/managerial,M
73211,23,executive/managerial,M
685346,25,scientist,M
807869,33,college/grad student,M
564148,26,scientist,F
478338,34,college/grad student,M
180021,32,college/grad student,M
91516,25,K-12 student,M
418826,27,executive/managerial,M
903982,33,sales/marketing,M
166836,31,college/grad student,M
512669,31,scientist,M
830259,28,college/grad student,F
535135,32,college/grad student,M
813861,32,executive/managerial,M
72105,18,sales/marketing,M
638591,32,college/grad student,M
756787,28,homemaker,F
516832,33,retired,M
21897,25,executive/managerial,M
557046,34,clerical/admin,M
639469,28,other or not specified,M
26475,30,sales/marketing,M
352881,31,sales/marketing,M
541337,66,college/grad student,F
121653,25,executive/managerial,M
330543,31,sales/marketing,M
551909,37,sales/marketing,M
654213,26,lawyer,M
917449,30,college/grad student,F
605426,18,K-12 student,M
218561,29,college/grad student,M
529551,30,sales/marketing,M
692418,28,scientist,M
396751,30,sales/marketing,M
319967,26,artist,M
651870,32,college/grad student,M
16581,31,sales/marketing,M
373909,27,executive/managerial,M
735037,25,executive/managerial,M
99657,28,college/grad student,M
856204,25,executive/managerial,M
541538,26,college/grad student,M
138854,28,executive/managerial,M
47671,25,sales/marketing,M
667809,81,retired,F
492011,26,college/grad student,F
73149,27,sales/marketing,M
758961,39,executive/managerial,M
706233,31,college/grad student,M
560494,32,college/grad student,M
926325,34,scientist,M
669238,34,college/grad student,M
287400,34,self-employed,M
192825,33,K-12 student,F
228282,33,college/grad student,F
17596,35,executive/managerial,M
397820,41,sales/marketing,M
150046,25,sales/marketing,M
232866,27,executive/managerial,M
908164,28,other or not specified,M
193012,26,executive/managerial,M
464413,25,executive/managerial,M
879111,88,retired,F
334970,29,sales/marketing,M
920183,31,customer service,M
307697,21,artist,F
401318,28,executive/managerial,M
482230,18,K-12 student,M
684897,35,executive/managerial,F
53879,32,executive/managerial,M
766280,27,executive/managerial,M
424978,34,scientist,M
223248,27,scientist,M
60375,27,executive/managerial,M
494192,26,scientist,M
388536,26,homemaker,F
824506,29,self-employed,M
552478,26,college/grad student,M
74578,64,other or not specified,M
833237,30,college/grad student,M
580505,26,technician/engineer,M
631295,32,college/grad student,M
648848,25,executive/managerial,M
919931,55,academic/educator,F
748433,30,college/grad student,M
76549,52,executive/managerial,M
907833,28,technician/engineer,M
797589,26,college/grad student,M
766895,33,clerical/admin,M
603646,28,artist,M
177500,30,sales/marketing,M
683259,32,executive/managerial,M
377599,34,other or not specified,M
275380,26,homemaker,F
11358,32,college/grad student,M
478473,29,self-employed,F
71776,33,scientist,M
311669,32,scientist,F
883685,33,college/grad student,M
625393,33,college/grad student,M
173123,28,college/grad student,M
130597,25,college/grad student,F
746767,29,college/grad student,M
155386,40,academic/educator,F
212493,34,college/grad student,M
516671,34,scientist,M
143847,31,college/grad student,M
573769,32,executive/managerial,M
674614,33,other or not specified,M
162688,29,scientist,M
223490,25,college/grad student,M
706205,32,scientist,M
929612,31,self-employed,F
317185,31,college/grad student,M
254959,18,sales/marketing,M
160023,31,college/grad student,F
729530,85,executive/managerial,M
506959,27,sales/marketing,M
895045,34,K-12 student,M
166212,28,academic/educator,F
741446,34,college/grad student,M
913679,18,K-12 student,M
99599,26,executive/managerial,M
892150,34,executive/managerial,M
921280,32,sales/marketing,M
603969,34,college/grad student,M
196812,28,executive/managerial,M
742890,31,executive/managerial,M
95097,29,self-employed,M
368514,26,college/grad student,F
167293,31,self-employed,M
83053,42,college/grad student,M
617010,34,sales/marketing,F
343836,18,sales/marketing,M
663852,31,other or not specified,M
126120,33,other or not specified,M
30065,34,customer service,M
726308,32,scientist,F
336514,33,college/grad student,M
273693,60,executive/managerial,M
603562,52,academic/educator,M
554437,26,college/grad student,F
2485,30,self-employed,M
441698,34,lawyer,M
626180,31,scientist,M
7056,27,clerical/admin,M
288678,34,scientist,M
453610,27,executive/managerial,F
344370,27,executive/managerial,M
693480,18,artist,F
623898,25,scientist,M
909224,31,college/grad student,M
450856,25,college/grad student,M
917385,34,executive/managerial,M
628270,33,college/grad student,M
814869,70,retired,F
688069,28,homemaker,M
396531,25,executive/managerial,F
819950,28,self-employed,M
667932,14,K-12 student,M
387024,18,sales/marketing,M
581010,30,academic/educator,F
213921,29,other or not specified,M
268132,32,college/grad student,M
529735,33,other or not specified,M
601032,26,college/grad student,F
415684,27,academic/educator,M
664908,31,self-employed,F
113007,57,other or not specified,M
237103,34,academic/educator,F
825107,34,college/grad student,M
870334,31,college/grad student,M
403099,30,other or not specified,M
800396,34,sales/marketing,M
402621,20,technician/engineer,M
467185,55,executive/managerial,M
743270,31,sales/marketing,M
820324,30,doctor/health care,F
450650,12,sales/marketing,M
882637,26,college/grad student,F
203771,21,scientist,M
19774,34,college/grad student,M
108425,33,executive/managerial,M
828208,25,self-employed,M
159740,28,self-employed,M
170785,21,other or not specified,F
916329,31,executive/managerial,M
522697,30,sales/marketing,M
58701,28,college/grad student,M
332862,30,executive/managerial,M
80990,31,college/grad student,M
406025,27,other or not specified,M
163833,31,sales/marketing,M
595346,34,college/grad student,M
567109,32,scientist,M
612445,34,college/grad student,M
83721,26,executive/managerial,M
265554,31,scientist,F
151754,27,sales/marketing,M
578508,31,college/grad student,M
420658,28,other or not specified,F
720022,31,college/grad student,M
80105,26,executive/managerial,M
623383,28,sales/marketing,M
203993,25,scientist,M
108384,32,self-employed,M
638352,31,scientist,M
744420,33,college/grad student,M
670413,29,college/grad student,M
768878,31,college/grad student,M
367419,33,executive/managerial,M
882876,29,college/grad student,M
476139,26,sales/marketing,M
110051,18,K-12 student,M
441478,28,scientist,M
451130,26,college/grad student,M
227837,25,college/grad student,M
780528,31,other or not specified,M
553717,33,college/grad student,F
337211,30,homemaker,M
662845,32,unemployed,M
547827,31,technician/engineer,M
291150,29,college/grad student,M
776254,24,scientist,M
736227,26,executive/managerial,M
610753,26,college/grad student,M
270602,29,sales/marketing,M
544091,31,scientist,M
359813,32,college/grad student,M
128404,27,self-employed,M
57551,25,executive/managerial,M
60201,27,academic/educator,M
196841,25,other or not specified,M
680932,26,college/grad student,M
710191,33,executive/managerial,M
185453,30,executive/managerial,M
172398,31,college/grad student,M
712583,31,academic/educator,M
53759,28,scientist,M
13450,29,college/grad student,M
331529,32,sales/marketing,M
406877,33,scientist,M
817990,30,scientist,F
904073,28,scientist,M
920069,29,executive/managerial,M
711202,18,other or not specified,M
855783,28,executive/managerial,M
296962,34,scientist,M
677273,25,self-employed,F
440749,34,college/grad student,M
425508,33,college/grad student,M
104782,30,executive/managerial,M
157948,27,executive/managerial,M
167590,27,college/grad student,M
203790,34,sales/marketing,M
583528,34,scientist,M
8722,30,college/grad student,F
57264,28,executive/managerial,M
745454,27,executive/managerial,M
869003,26,college/grad student,M
658124,25,self-employed,M
233487,26,other or not specified,M
456677,20,programmer,M
697108,28,artist,F
787244,27,K-12 student,M
688056,42,retired,M
45919,44,artist,M
376803,32,college/grad student,M
294650,27,sales/marketing,M
150734,28,college/grad student,F
546051,34,self-employed,M
676664,27,college/grad student,M
740215,28,college/grad student,M
550337,33,scientist,M
808590,33,scientist,M
625535,26,college/grad student,M
580114,32,sales/marketing,M
761472,43,homemaker,F
615741,32,scientist,M
519432,29,other or not specified,M
454163,31,other or not specified,F
805723,35,tradesman/craftsman,M
831203,27,college/grad student,M
124418,29,scientist,M
223969,34,executive/managerial,M
314225,30,executive/managerial,M
485144,18,K-12 student,F
822968,31,college/grad student,M
178024,29,sales/marketing,M
140213,23,sales/marketing,M
652566,55,executive/managerial,M
176912,26,artist,M
374488,31,scientist,M
679325,32,executive/managerial,M
559654,31,sales/marketing,M
665333,64,academic/educator,M
513677,26,executive/managerial,M
788733,26,executive/managerial,M
267653,28,other or not specified,M
630880,28,executive/managerial,M
332596,31,college/grad student,M
526301,34,K-12 student,M
317479,32,executive/managerial,M
828287,29,sales/marketing,M
530893,34,executive/managerial,M
205760,28,college/grad student,M
184592,30,college/grad student,M
244496,28,sales/marketing,M
696626,30,college/grad student,M
358275,29,college/grad student,M
483148,34,college/grad student,M
228542,32,executive/managerial,M
915961,26,self-employed,M
268076,32,executive/managerial,M
449819,28,clerical/admin,F
362711,30,executive/managerial,M
693363,32,sales/marketing,M
287410,26,college/grad student,F
74057,77,executive/managerial,M
618628,26,executive/managerial,M
248834,29,sales/marketing,M
890701,31,college/grad student,M
416055,27,executive/managerial,M
163541,31,lawyer,F
564141,32,self-employed,F
147677,22,tradesman/craftsman,M
501004,26,college/grad student,M
480467,32,clerical/admin,M
581023,28,other or not specified,M
190872,34,college/grad student,F
246799,36,clerical/admin,M
370124,32,executive/managerial,M
741623,27,sales/marketing,F
601268,30,academic/educator,M
113079,27,executive/managerial,M
225513,32,executive/managerial,M
385785,30,college/grad student,M
702261,32,other or not specified,M
347973,20,college/grad student,M
914986,30,homemaker,F
679921,34,academic/educator,M
28739,30,college/grad student,M
504492,31,artist,M
92326,31,other or not specified,M
15853,27,college/grad student,F
566085,29,executive/managerial,F
539156,26,college/grad student,M
675845,33,self-employed,M
494168,34,executive/managerial,M
499670,31,executive/managerial,F
462156,33,self-employed,M
165094,33,scientist,F
284185,18,K-12 student,M
93128,33,executive/managerial,M
542959,18,K-12 student,M
122825,33,college/grad student,M
423131,28,homemaker,M
197925,28,other or not specified,M
43579,34,college/grad student,M
286161,28,scientist,M
524787,26,executive/managerial,M
64429,64,college/grad student,F
827868,21,self-employed,M
375086,26,scientist,M
282260,14,homemaker,M
574865,31,self-employed,M
893086,34,college/grad student,M
506665,27,executive/managerial,M
194237,33,college/grad student,M
542284,32,college/grad student,F
360081,32,scientist,M
301411,33,sales/marketing,M
32784,31,college/grad student,M
879993,34,executive/managerial,M
240572,28,technician/engineer,M
666807,26,sales/marketing,M
49600,20,executive/managerial,F
83388,68,executive/managerial,M
555243,31,sales/marketing,M
669128,20,college/grad student,M
712171,30,scientist,M
828843,88,retired,F
494512,26,college/grad student,M
745013,27,executive/managerial,M
297493,26,other or not specified,M
900971,32,customer service,M
405341,30,executive/managerial,F
866756,31,sales/marketing,M
793312,30,academic/educator,M
219547,19,sales/marketing,M
929289,30,scientist,M
898142,27,scientist,M
873688,26,executive/managerial,M
714683,33,college/grad student,M
47515,27,scientist,M
1600,31,sales/marketing,F
337141,33,scientist,M
311232,30,self-employed,M
342537,34,college/grad student,M
154759,31,executive/managerial,M
98133,29,executive/managerial,M
150204,34,executive/managerial,M
347740,34,tradesman/craftsman,M
434178,29,executive/managerial,M
441544,25,other or not specified,M
36483,30,executive/managerial,M
607899,34,executive/managerial,M
471532,29,college/grad student,M
118802,27,executive/managerial,M
166064,32,executive/managerial,M
106949,28,executive/managerial,M
372949,35,scientist,M
636104,30,other or not specified,M
347296,32,college/grad student,M
585706,18,self-employed,M
123186,30,executive/managerial,M
28682,34,sales/marketing,F
862948,29,college/grad student,M
892843,32,college/grad student,M
718424,33,retired,F
129336,16,K-12 student,M
754086,34,college/grad student,F
629273,28,college/grad student,M
297718,19,scientist,M
620673,29,K-12 student,M
164500,32,other or not specified,M
349503,33,other or not specified,M
938298,25,executive/managerial,M
319468,34,college/grad student,M
839765,25,homemaker,M
528665,28,scientist,F
2934,18,college/grad student,M
49266,28,lawyer,M
146221,34,executive/managerial,M
422164,33,college/grad student,M
709114,18,K-12 student,M
133723,36,retired,M
927684,20,college/grad student,M
732776,38,other or not specified,M
676301,34,scientist,M
75501,29,self-employed,M
565954,25,homemaker,M
784216,33,college/grad student,M
218254,25,self-employed,M
826702,25,college/grad student,M
5692,25,executive/managerial,M
165951,28,executive/managerial,M
790640,34,other or not specified,F
831238,33,sales/marketing,F
217715,32,doctor/health care,F
660379,32,college/grad student,M
174910,34,sales/marketing,M
747356,63,academic/educator,F
855286,31,college/grad student,F
819926,37,clerical/admin,M
799610,19,scientist,M
301434,27,homemaker,M
871551,26,sales/marketing,M
869991,34,academic/educator,M
903123,25,sales/marketing,F
685537,34,executive/managerial,F
637174,29,college/grad student,M
193953,34,homemaker,M
879639,29,self-employed,F
653808,31,programmer,M
570296,27,college/grad student,F
936254,30,executive/managerial,M
341892,29,executive/managerial,M
321366,28,executive/managerial,M
448933,25,executive/managerial,M
685916,31,college/grad student,M
435370,29,K-12 student,F
99337,29,college/grad student,M
503334,32,college/grad student,M
263307,18,homemaker,M
786116,25,college/grad student,M
637848,33,scientist,M
656322,27,other or not specified,M
762705,32,other or not specified,M
506879,42,academic/educator,M
502754,33,college/grad student,M
165475,25,sales/marketing,M
833188,19,sales/marketing,M
610288,32,college/grad student,F
639938,27,college/grad student,F
420031,26,college/grad student,M
227548,31,college/grad student,M
648971,32,sales/marketing,M
683601,25,scientist,M
71272,27,college/grad student,M
576783,28,self-employed,M
372385,28,college/grad student,M
152863,31,college/grad student,F
569418,31,scientist,M
541158,28,college/grad student,M
458542,30,executive/managerial,M
164000,26,college/grad student,M
302962,25,self-employed,F
862257,33,retired,M
647647,25,college/grad student,M
899425,30,sales/marketing,M
695164,31,scientist,M
883002,18,sales/marketing,M
333194,29,college/grad student,M
649084,33,college/grad student,M
821565,29,other or not specified,F
869273,28,self-employed,F
257548,33,college/grad student,M
778273,32,other or not specified,F
496783,34,executive/managerial,M
538526,30,academic/educator,F
322562,31,college/grad student,M
170044,28,sales/marketing,M
940790,33,other or not specified,M
694861,21,artist,F
638076,28,scientist,M
52391,26,college/grad student,M
89348,33,executive/managerial,M
824273,27,scientist,M
532515,27,college/grad student,M
910109,29,college/grad student,M
623287,30,other or not specified,M
320873,37,other or not specified,M
808639,34,scientist,F
704611,27,executive/managerial,M
234137,34,self-employed,M
805764,47,sales/marketing,M
615599,31,retired,F
852981,33,self-employed,M
256543,32,self-employed,M
193721,31,self-employed,M
473472,28,college/grad student,M
621837,26,executive/managerial,M
880209,25,college/grad student,M
875324,30,executive/managerial,F
851729,26,executive/managerial,M
711834,25,executive/managerial,M
153772,28,academic/educator,F
247852,32,college/grad student,M
165788,25,scientist,M
468025,30,college/grad student,F
746034,30,college/grad student,M
360610,26,scientist,M
886375,25,sales/marketing,M
44566,29,college/grad student,M
907455,25,college/grad student,M
370447,18,K-12 student,M
261387,29,scientist,F
617266,29,executive/managerial,M
257148,24,K-12 student,M
13193,30,executive/managerial,M
857202,29,college/grad student,M
39945,29,executive/managerial,M
68908,34,sales/marketing,M
271715,25,sales/marketing,M
148033,33,other or not specified,M
685606,23,sales/marketing,F
257029,31,scientist,M
823570,26,academic/educator,F
115886,34,college/grad student,M
845262,25,college/grad student,M
166339,26,tradesman/craftsman,M
722778,29,other or not specified,M
631725,80,other or not specified,M
235018,53,executive/managerial,M
540820,30,customer service,M
195795,31,other or not specified,F
789358,32,self-employed,F
264577,25,academic/educator,F
393747,27,college/grad student,M
924488,28,college/grad student,M
555603,55,writer,F
626845,29,sales/marketing,F
929767,27,scientist,M
383683,30,college/grad student,F
16873,32,scientist,F
754957,25,artist,M
824792,27,college/grad student,M
422979,32,executive/managerial,M
270894,26,college/grad student,F
250915,30,college/grad student,M
416778,27,self-employed,M
368100,31,college/grad student,M
528451,32,college/grad student,F
738246,22,sales/marketing,M
57249,31,college/grad student,M
143002,32,self-employed,M
408939,33,other or not specified,M
843215,25,other or not specified,M
112563,20,college/grad student,M
429995,29,self-employed,M
594422,21,K-12 student,F
461146,33,scientist,M
64529,27,executive/managerial,M
327119,30,college/grad student,M
320904,26,executive/managerial,M
732854,23,sales/marketing,M
458863,25,sales/marketing,M
630313,33,executive/managerial,M
881142,26,writer,M
623536,27,other or not specified,F
603258,31,other or not specified,M
720222,30,scientist,M
281969,30,sales/marketing,F
745287,28,other or not specified,F
308280,25,clerical/admin,M
675289,30,college/grad student,F
817210,18,homemaker,M
720618,34,college/grad student,M
467281,25,scientist,M
657907,25,self-employed,M
229034,18,K-12 student,M
690708,25,executive/managerial,M
329755,28,college/grad student,M
19123,43,technician/engineer,M
152380,31,executive/managerial,M
466388,34,scientist,F
618753,32,sales/marketing,M
529041,33,executive/managerial,M
797262,42,sales/marketing,M
765775,59,academic/educator,M
629594,33,executive/managerial,M
441716,26,scientist,M
1237,27,executive/managerial,M
514155,18,K-12 student,M
276269,23,scientist,M
727132,34,executive/managerial,M
750300,27,artist,M
419240,56,other or not specified,F
186984,28,college/grad student,M
668034,18,K-12 student,M
711099,29,scientist,M
922137,33,sales/marketing,M
31199,33,sales/marketing,M
487134,30,other or not specified,M
367658,32,sales/marketing,M
406239,32,scientist,M
551925,18,college/grad student,M
54980,31,executive/managerial,M
93691,26,artist,M
373609,30,self-employed,M
774828,32,scientist,M
626251,34,college/grad student,M
209367,18,artist,M
376158,31,other or not specified,M
433174,29,executive/managerial,M
633456,28,self-employed,M
581770,31,executive/managerial,M
674460,32,college/grad student,F
433104,33,executive/managerial,M
367154,72,retired,F
166553,30,executive/managerial,M
487463,18,K-12 student,M
254766,8,K-12 student,F
833280,38,scientist,M
39981,27,technician/engineer,M
329903,33,executive/managerial,M
747583,58,retired,F
135647,26,executive/managerial,M
84333,33,self-employed,M
661088,26,college/grad student,F
821289,30,technician/engineer,M
454600,28,executive/managerial,M
130559,33,scientist,M
677990,24,sales/marketing,M
176419,26,college/grad student,M
253135,42,executive/managerial,M
367150,24,college/grad student,M
529190,27,executive/managerial,M
880252,40,self-employed,M
617902,34,self-employed,M
609561,33,self-employed,M
307438,27,academic/educator,M
534004,33,college/grad student,M
350367,32,college/grad student,M
93340,33,college/grad student,M
325130,32,clerical/admin,M
884364,32,college/grad student,M
564701,32,self-employed,F
877243,30,executive/managerial,M
61355,30,college/grad student,M
688683,34,college/grad student,M
884238,40,sales/marketing,M
21021,32,executive/managerial,M
616000,8,K-12 student,F
804959,19,sales/marketing,M
463972,31,executive/managerial,M
661245,27,executive/managerial,M
875652,68,other or not specified,F
115769,29,programmer,M
525809,25,college/grad student,M
152496,52,clerical/admin,F
347609,33,college/grad student,M
819445,25,college/grad student,M
93268,25,college/grad student,M
171438,28,executive/managerial,M
291362,32,sales/marketing,M
507084,18,K-12 student,M
545598,31,self-employed,M
550081,26,executive/managerial,M
865334,34,college/grad student,M
364718,31,college/grad student,F
11633,30,academic/educator,F
751835,25,sales/marketing,M
328901,29,self-employed,F
16069,26,executive/managerial,M
143853,27,sales/marketing,F
590662,25,self-employed,M
10833,27,scientist,F
429262,44,executive/managerial,M
629784,28,executive/managerial,M
394271,26,homemaker,F
844226,30,scientist,M
837741,33,sales/marketing,M
257156,27,artist,M
431195,26,executive/managerial,M
830344,23,executive/managerial,M
470576,48,other or not specified,M
225949,31,sales/marketing,M
644947,29,college/grad student,M
585594,32,self-employed,M
336738,33,other or not specified,F
660108,26,college/grad student,M
148914,33,sales/marketing,M
737561,27,technician/engineer,M
412312,44,college/grad student,M
797566,32,college/grad student,M
328866,11,customer service,M
905060,32,executive/managerial,M
902241,41,executive/managerial,M
676732,29,sales/marketing,M
692086,27,sales/marketing,M
423796,26,K-12 student,M
150958,31,executive/managerial,M
544374,25,scientist,M
700053,25,other or not specified,M
354308,34,sales/marketing,M
517235,54,self-employed,M
174257,29,clerical/admin,M
554096,30,executive/managerial,M
607400,31,executive/managerial,M
656425,32,programmer,M
235341,27,self-employed,F
195862,33,homemaker,M
526416,28,college/grad student,M
587269,25,clerical/admin,F
919782,33,technician/engineer,M
385892,32,executive/managerial,M
25425,49,technician/engineer,M
919200,26,executive/managerial,M
790460,33,executive/managerial,M
677219,33,academic/educator,M
52283,25,scientist,F
103264,27,self-employed,M
165091,25,other or not specified,M
809143,29,academic/educator,F
504184,25,executive/managerial,M
354985,34,self-employed,M
868921,29,self-employed,M
537140,26,executive/managerial,F
796533,11,customer service,M
141548,19,scientist,M
123776,33,college/grad student,M
869474,27,self-employed,F
682063,26,college/grad student,F
450901,52,executive/managerial,M
782756,32,college/grad student,F
553921,36,sales/marketing,M
553689,34,scientist,M
559239,18,sales/marketing,M
518043,18,self-employed,M
124782,33,artist,F
420057,18,sales/marketing,M
770,34,sales/marketing,F
471443,26,other or not specified,M
597009,34,college/grad student,M
40322,30,scientist,M
782261,25,executive/managerial,M
61531,33,other or not specified,F
249365,32,college/grad student,M
538040,27,sales/marketing,M
321275,28,scientist,M
649751,34,self-employed,M
61376,32,executive/managerial,M
107814,25,executive/managerial,M
463759,28,self-employed,M
583359,32,college/grad student,M
218150,37,sales/marketing,M
310996,18,sales/marketing,M
114700,34,homemaker,M
597899,33,college/grad student,F
366919,26,self-employed,M
82007,32,college/grad student,M
816502,25,scientist,M
326312,25,executive/managerial,M
181293,34,college/grad student,M
173920,25,executive/managerial,M
43628,25,college/grad student,M
864682,61,other or not specified,F
226677,33,other or not specified,M
453447,25,executive/managerial,M
858979,30,programmer,M
874859,32,college/grad student,M
904345,27,self-employed,M
348138,32,college/grad student,F
763774,25,sales/marketing,M
897493,31,self-employed,F
46607,29,scientist,M
563857,27,college/grad student,M
64627,31,college/grad student,F
288225,29,scientist,M
498755,27,executive/managerial,M
862094,26,college/grad student,M
308047,29,college/grad student,M
895938,33,college/grad student,M
476645,33,K-12 student,F
825396,43,sales/marketing,F
347204,32,executive/managerial,M
23952,27,executive/managerial,M
192791,30,executive/managerial,M
557947,30,programmer,M
893153,33,sales/marketing,M
480172,28,college/grad student,M
903507,34,scientist,M
882241,11,artist,F
